t,pid,x,y,z,vx,vy,vz
0,0,3.8999999999999999,0,0,0.5,0,0
0.01,0,3.9049998750031247,3.9999750006249846,0,0.4999750006249844,-0.0049998750031249222,0
0.02,0,3.9099992500312486,3.9999000049998128,0,0.49990000499981252,-0.0099992500312489074,0
0.03,0,3.914997625159367,3.9997750206238596,0,0.49977502062385942,-0.014997625159367266,0
0.04,0,3.9199945005624626,3.9996000599952506,0,0.49960005999525026,-0.019994500562462814,0
0.05,0,3.9249893765654869,3.9993751406096107,0,0.49937514060961052,-0.02498937656548712,0
0.06,0,3.9299817536933266,3.9991002849583168,0,0.49910028495831643,-0.029981753693326754,0
0.07,0,3.9349711327207495,3.9987755205262463,0,0.49877552052624607,-0.034971132720749566,0
0.08,0,3.9399570147223257,3.9984008797890311,0,0.49840087978903069,-0.039957014722325948,0
0.09,0,3.9449389011223199,3.9979764002098079,0,0.49797640020980743,-0.044938901122320137,0
0.1,0,3.9499162937445464,3.9975021242354738,0,0.49750212423547308,-0.049916293744546536,0
0.11,0,3.954888694862186,3.99697809929244,0,0.49697809929243941,-0.054888694862186102,0
0.12,0,3.9598556072475577,3.9964043777818912,0,0.49640437778189067,-0.05985560724755775,0
0.13,0,3.96481653422184,3.995781017074544,0,0.4957810170745437,-0.064816534221839917,0
0.14,0,3.9697709797047374,3.9951080795049112,0,0.49510807950491081,-0.069770979704737196,0
0.15,0,3.9747184482640874,3.9943856323650673,0,0.49438563236506672,-0.074718448264087078,0
0.16,0,3.9796584451654025,3.9936137478979199,0,0.49361374789791929,-0.079658445165402006,0
0.17,0,3.9845904764213418,3.9927925032899863,0,0.49279250328998558,-0.084590476421341529,0
0.18,0,3.98951404884111,3.9919219806636739,0,0.49192198066367332,-0.08951404884110982,0
0.19,0,3.994428670079774,3.9910022670690695,0,0.49100226706906891,-0.094428670079773527,0
0.2,0,3.9993338486874954,3.9900334544752329,0,0.49003345447523255,-0.099333848687495035,0
0.21,0,0.0042290941586768938,3.9890156397610022,0,0.48901563976100171,-0.10422909415867621,0
0.22,0,0.00911391698100842,3.9879489247053037,0,0.48794892470530327,-0.10911391698100772,0
0.23,0,0.013987828684419817,3.9868334159769767,0,0.48683341597697616,-0.11398782868441912,0
0.24,0,0.01885034188992522,3.9856692251241048,0,0.48566922512410443,-0.11885034188992452,0
0.25,0,0.023700970358360059,3.9844564685628634,0,0.48445646856286301,-0.12370097035835936,0
0.26,0,0.028539229039003754,3.9831952675658764,0,0.48319526756587622,-0.12853922903900306,0
0.27,0,0.033364634118083589,3.9818857482500909,0,0.48188574825009078,-0.13336463411808289,0
0.28,0,0.038176703067154864,3.9805280415641646,0,0.48052804156416462,-0.13817670306715416,0
0.29,0,0.042974954691352547,3.9791222832753719,0,0.4791222832753721,-0.14297495469135185,0
0.3,0,0.047758909177509544,3.9776686139560278,0,0.47766861395602778,-0.14775890917750886,0
0.31,0,0.052528088142136831,3.9761671789694297,0,0.47616717896942956,-0.15252808814213614,0
0.32,0,0.057282014679260591,3.9746181284553228,0,0.47461812845532259,-0.1572820146792599,0
0.33,0,0.062020213408111632,3.973021617314886,0,0.47302161731488573,-0.16202021340811093,0
0.34,0,0.066742210520662273,3.971377805195242,0,0.47137780519524186,-0.16674221052066157,0
0.35,0,0.071447533829005955,3.9696868564734937,0,0.46968685647349351,-0.17144753382900524,0
0.36,0,0.076135712812574849,3.9679489402402859,0,0.4679489402402856,-0.17613571281257415,0
0.37,0,0.080806278665190759,3.9661642302828972,0,0.46616423028289677,-0.18080627866519006,0
0.38,0,0.085458764341944549,3.9643329050678617,0,0.46433290506786112,-0.18545876434194386,0
0.39,0,0.090092704605899465,3.9624551477231225,0,0.46245514772312191,-0.19009270460589878,0
0.4,0,0.094707636074613674,3.9605311460197199,0,0.46053114601971934,-0.19470763607461297,0
0.41,0,0.099303097266477347,3.9585610923530146,0,0.4585610923530139,-0.19930309726647663,0
0.42,0,0.10387862864685965,3.9565451837234478,0,0.45654518372344721,-0.20387862864685893,0
0.43,0,0.1084337726740611,3.9544836217168431,0,0.45448362171684259,-0.20843377267406038,0
0.44,0,0.11296807384506655,3.9523766124842474,0,0.45237661248424693,-0.21296807384506583,0
0.45,0,0.11748107874109437,3.9502243667213168,0,0.45022436672131616,-0.21748107874109365,0
0.46,0,0.12197233607293718,3.9480270996472466,0,0.44802709964724602,-0.22197233607293645,0
0.47,0,0.12644139672608967,3.9457850309832514,0,0.4457850309832509,-0.22644139672608893,0
0.48,0,0.13088781380565889,3.9434983849305927,0,0.44349838493059218,-0.23088781380565815,0
0.49,0,0.13531114268105265,3.9411673901481592,0,0.44116739014815864,-0.23531114268105191,0
0.5,0,0.13971094103044146,3.9387922797296016,0,0.43879227972960116,-0.23971094103044072,0
0.51,0,0.14408676888498959,3.9363732911800242,0,0.43637329118002399,-0.24408676888498884,0
0.52,0,0.14843818867285088,3.9339106663922352,0,0.4339106663922348,-0.24843818867285014,0
0.53,0,0.15276476526292485,3.9314046516225565,0,0.43140465162255592,-0.25276476526292407,0
