t,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
0.0314159,7.7496570188494515e-06,0.0004933584887266767,0,0.0004933584887266767,0.031408176878879084,0
0.0628319,4.6490295394946768e-05,0.0019729471497099095,0,0.0019729471497099095,0.062785362776400927,0
0.0942478,0.00014718231715808667,0.0044373060476982588,0,0.0044373060476982588,0.094100597290535715,0
0.125664,0.00034072499585629921,0.0078840035579285407,0,0.0078840035579285407,0.12532298114773543,0
0.15708,0.0006579259877180488,0.012309638765451266,0,0.012309638765451266,0.15642170669177161,0
0.188496,0.0011294709332147982,0.017709844820871155,0,0.017709844820871155,0.18736608828217277,0
0.219911,0.0017858931790185914,0.024079293249191579,0,0.024079293249191579,0.21812559257226691,0
0.251327,0.0026575436502305136,0.031411699207511301,0,0.031411699207511301,0.2486698686369529,0
0.282743,0.0037745609026076125,0.039699827686385664,0,0.039699827686385664,0.27896877792047375,0
0.314159,0.0051668413843382567,0.048935500648733254,0,0.048935500648733254,0.30899242397464111,0
0.345575,0.0068640099367091433,0.059109605099243914,0,0.059109605099243914,0.33871118195816818,0
0.376991,0.008895390562771447,0.070212102076325944,0,0.070212102076325944,0.36809572786800387,0
0.408407,0.01128997749284916,0.082232036557719934,0,0.082232036557719934,0.39711706747382414,0
0.439823,0.014076406575439784,0.095157548270005207,0,0.095157548270005207,0.42574656492713148,0
0.471239,0.017282927021736456,0.10897588339133299,0,0.10897588339133299,0.4539559710167328,0
0.502655,0.020937373531651659,0.12367340713583891,0,0.12367340713583891,0.48171745104271557,0
0.534071,0.025067138828846265,0.13923561720731775,0,0.13923561720731775,0.50900361228141888,0
0.565487,0.029699146631864029,0.1556471581088853,0,0.1556471581088853,0.5357875310142991,0
0.596903,0.034859825088041418,0.1728918362945078,0,0.1728918362945078,0.56204277909401967,0
0.628319,0.040575080696405946,0.19095263614744878,0,0.19095263614744878,0.58774345002155315,0
0.659734,0.046870272745293741,0.20981173676986695,0,0.20981173676986695,0.61286418450856328,0
0.69115,0.053770188289909239,0.22945052956699866,0,0.22945052956699866,0.6373801954998457,0
0.722566,0.061299017694516976,0.24984963660857432,0,0.24984963660857432,0.66126729263113593,0
0.753982,0.069480330763398462,0.27098892974935107,0,0.27098892974935107,0.68450190609815242,0
0.785398,0.078337053484126187,0.29284755048989558,0,0.29284755048989558,0.70706110991332272,0
0.816814,0.087891445406102386,0.31540393055801946,0,0.31540393055801946,0.72892264452724453,0
0.84823,0.098165077676683823,0.33863581319055958,0,0.33863581319055958,0.75006493879256109,0
0.879646,0.10917881175656438,0.36252027509450419,0,0.36252027509450419,0.77046713124857846,0
0.911062,0.1209527788354177,0.38703374906579535,0,0.38703374906579535,0.79010909070562307,0
0.942478,0.1335063599681105,0.41215204724348925,0,0.41215204724348925,0.80897143610882827,0
0.973894,0.14685816695108669,0.43785038497632917,0,0.43785038497632917,0.82703555566175002,0
1.00531,0.16102602395779189,0.46410340527818184,0,0.46410340527818184,0.8442836251909428,0
1.03673,0.17602694995125887,0.49088520384820594,0,0.49088520384820594,0.86069862573337386,0
1.06814,0.19187714189120772,0.51816935463106573,0,0.51816935463106573,0.87626436032932298,0
1.09956,0.20859195875223083,0.54592893589196834,0,0.54592893589196834,0.8909654700041979,0
1.13097,0.22618590636883179,0.57413655678079667,0,0.57413655678079667,0.90478744892349494,0
1.16239,0.24467262312227228,0.60276438435912616,0,0.60276438435912616,0.91771665870595243,0
1.19381,0.2640648664833497,0.63178417106345763,0,0.63178417106345763,0.92974034188077304,0
1.22522,0.28437450042438417,0.66116728257756785,0,0.66116728257756785,0.94084663447563655,0
1.25664,0.30561248371283556,0.69088472608647544,0,0.69088472608647544,0.95102457772308313,0
1.28805,0.32778885909810174,0.72090717888414368,0,0.72090717888414368,0.96026412887371493,0
1.31947,0.35091274340216705,0.7512050173066922,0,0.7512050173066922,0.96855617110554759,0
1.35088,0.37499231852387943,0.78174834596256948,0,0.78174834596256948,0.97589252251973313,0
1.3823,0.40003482336573182,0.81250702723084278,0,0.81250702723084278,0.98226594421377866,0
1.41372,0.42604654669111419,0.84345071099850055,0,0.84345071099850055,0.98767014742429426,0
1.44513,0.45303282091908398,0.87454886460742443,0,0.87454886460742443,0.99209979973222251,0
1.47655,0.4809980168627776,0.90577080298148094,0,0.90577080298148094,0.99555053032442675,0
1.50796,0.50994553941665499,0.93708571890400738,0,0.93708571890400738,0.99801893430644717,0
1.53938,0.5398778241968325,0.96846271341581547,0,0.96846271341581547,0.99950257606216752,0
1.5708,0.57079633513781891,0.99987082630371904,0,0.99987082630371904,0.99999999165707909,0
1.60221,0.60270156304802658,1.0312790666495018,0,1.0312790666495018,0.9995106902827694,0
1.63363,0.63559302512548232,1.0626564434091825,0,1.0626564434091825,0.99803515474121163,0
1.66504,0.66946926543421659,1.0939719959924046,0,1.0939719959924046,0.99557484096837523,0
1.69646,0.7043278563408597,1.1251948248117758,0,1.1251948248117758,0.99213217659763009,0
1.72788,0.74016540091002947,1.156294121772016,0,1.156294121772016,0.98771055856435819,0
1.75929,0.77697753625614463,1.1872392006688275,0,1.1872392006688275,0.98231434975414089,0
1.79071,0.81475893784835829,1.2179995274674942,0,1.2179995274674942,0.97594887469782521,0
1.82212,0.85350332476436275,1.2485447504313321,0,1.2485447504313321,0.96862041431771873,0
1.85354,0.89320346588788246,1.2788447300702623,0,1.2788447300702623,0.9603361997300971,0
1.88496,0.93385118704373882,1.308869568879959,0,1.308869568879959,0.95110440511013872,0
1.91637,0.97543737906344807,1.3385896408422231,0,1.3385896408422231,0.94093413962632744,0
1.94779,1.017952006773392,1.3679756206574782,0,1.3679756206574782,0.92983543845228145,0
1.9792,1.0613841188966946,1.3969985126805418,0,1.3969985126805418,0.91781925286487676,0
2.01062,1.1057218588590325,1.4256296795311196,0,1.4256296795311196,0.90489743943843681,0
2.04204,1.1509524764877184,1.4538408703507961,0,1.4538408703507961,0.89108274834564882,0
2.07345,1.1970623405925127,1.4816042486786354,0,1.4816042486786354,0.87638881077675246,0
2.10487,1.2440369524157506,1.5088924199178897,0,1.5088924199178897,0.86083012548941251,0
2.13628,1.2918609599385122,1.5356784583667138,0,1.5356784583667138,0.84442204450254876,0
2.1677,1.3405181730287206,1.5619359337862113,0,1.5619359337862113,0.82718075794823853,0
2.19911,1.389991579416219,1.5876389374796009,0,1.5876389374796009,0.80912327809663809,0
2.23053,1.4402633614790681,1.6127621078567667,0,1.6127621078567667,0.79026742256968696,0
2.26195,1.491314913824495,1.6372806554589701,0,1.6372806554589701,0.77063179676015803,0
2.29336,1.5431268616471505,1.6611703874190296,0,1.6611703874190296,0.75023577547340048,0
2.32478,1.5956790798465585,1.6844077313328332,0,1.6844077313328332,0.72909948380989043,0
2.35619,1.6489507128848944,1.7069697585186305,0,1.7069697585186305,0.70724377730745258,0
2.38761,1.7029201953654975,1.7288342066411513,0,1.7288342066411513,0.68469022136274726,0
2.41903,1.7575652733118157,1.7499795016782305,0,1.7499795016782305,0.66146106995232701,0
2.45044,1.8128630261257803,1.7703847792082619,0,1.7703847792082619,0.63757924367426033,0
2.48186,1.8687898892039503,1.7900299049974768,0,1.7900299049974768,0.61306830713198845,0
2.51327,1.925321677189106,1.8088954948667348,0,1.8088954948667348,0.58795244568273086,0
2.54469,1.9824336078343519,1.8269629338182223,0,1.8269629338182223,0.56225644157338284,0
2.57611,2.040100326456181,1.8442143944031868,0,1.8442143944031868,0.53600564948745189,0
2.60752,2.0982959309523701,1.8606328543125832,0,1.8606328543125832,0.50922597152716076,0
2.63894,2.1569939973600252,1.8762021131732751,0,1.8762021131732751,0.48194383165540361,0
2.67035,2.2161676059285536,1.8909068085332186,0,1.8909068085332186,0.45418614962277315,0
2.70177,2.2757893676818388,1.9047324310198535,0,1.9047324310198535,0.4259803144053857,0
2.73319,2.3358314514434091,1.9176653386567484,0,1.9176653386567484,0.39735415717971356,0
2.7646,2.3962656112979301,1.9296927703243703,0,1.9296927703243703,0.36833592386109054,0
2.79602,2.4570632144619307,1.9408028583516974,0,1.9408028583516974,0.33895424723298778,0
2.82743,2.5181952695362559,1.9509846402262523,0,1.9509846402262523,0.3092381186945603,0
2.85885,2.5796324551123728,1.9602280694109986,0,1.9602280694109986,0.27921685965434118,0
2.89027,2.641345148704302,1.9685240252574296,0,1.9685240252574296,0.24892009259830988,0
2.92168,2.7033034559776272,1.9758643220050678,0,1.9758643220050678,0.21837771186088259,0
2.9531,2.7654772402467431,1.9822417168584925,0,1.9822417168584925,0.18761985412766471,0
2.98451,2.8278361522112339,1.9876499171339301,0,1.9876499171339301,0.15667686869907174,0
3.01593,2.8903496599020442,1.9920835864683513,0,1.9920835864683513,0.12557928754415917,0
3.04734,2.9529870788078911,1.9955383500849513,0,1.9955383500849513,0.094357795174210307,0
3.07876,3.0157176021521912,1.9980107991098166,0,1.9980107991098166,0.063043198365807962,0
3.11018,3.0785103312906319,1.9994984939355185,0,1.9994984939355185,0.031666395763265125,0
3.14159,3.1413343061993872,1.999999966628315,0,1.999999966628315,0.00025834739040792726,0
3.17301,3.2041585360238987,1.9995147223765868,0,1.9995147223765868,-0.031149955898205468,0
3.20442,3.2669520296580785,1.9980432399790748,0,1.9980432399790748,-0.062527522996487173,0
3.23584,3.3296838263237594,1.995586971372443,0,1.995586971372443,-0.093843393126270158,0
3.26726,3.3923230261202209,1.9921483401986266,0,1.9921483401986266,-0.12506666638683364,0
3.29867,3.4548388205136447,1.9877307394133841,0,1.9877307394133841,-0.15616653424435972,0
3.33009,3.5172005227364198,1.9823385279384098,0,1.9823385279384098,-0.18711230993123684,0
3.3615,3.5793775980662952,1.9759770263603122,0,1.9759770263603122,-0.2178734587252143,0
3.39292,3.6413396939555098,1.9686525116807005,0,1.9686525116807005,-0.2484196280785311,0
3.42434,3.703056669980167,1.9603722111225605,0,1.9603722111225605,-0.27872067756729013,0
3.45575,3.7644986275803012,1.9511442949990316,0,1.9511442949990316,-0.3087467086315262,0
3.48717,3.8256359395612956,1.9409778686516193,0,1.9409778686516193,-0.33846809407662271,0
3.51858,3.8864392793275382,1.9298829634658003,0,1.9298829634658003,-0.36785550730696753,0
3.55,3.9468796498194716,1.9178705269728851,0,1.9178705269728851,-0.39687995126300285,0
3.58142,4.0069284121254825,1.9049524120479018,0,1.9049524120479016,-0.42551278703311612,0
3.61283,4.0665573137404047,1.8911413652141633,0,1.8911413652141631,-0.45372576211214033,0
3.64425,4.1257385164427429,1.8764510140660571,0,1.8764510140660569,-0.48149103827858053,0
3.67566,4.1844446237631203,1.8608958538224656,0,1.8608958538224654,-0.50878121906305962,0
3.70708,4.242648708016838,1.8444912330240884,0,1.8444912330240881,-0.53556937678087968,0
3.7385,4.3003243368738824,1.8272533383887757,0,1.8272533383887755,-0.56182907910202595,0
3.76991,4.3574455994401493,1.8091991788398198,0,1.8091991788398196,-0.58753441513239535,0
3.80133,4.4139871318241672,1.7903465687229616,0,1.7903465687229614,-0.61266002098051542,0
3.83274,4.4699241421640767,1.7707141102286723,0,1.7707141102286721,-0.63718110478452716,0
3.86416,4.5252324350901834,1.7503211750370575,0,1.7503211750370573,-0.66107347117473547,0
3.89557,4.5798884355989378,1.729187885203491,0,1.7291878852034908,-0.68431354514759168,0
3.92699,4.6338692123147931,1.7073350933038409,0,1.7073350933038407,-0.70687839532754948,0
3.95841,4.6871525001169845,1.6847843618588794,0,1.6847843618588791,-0.72874575659384255,0
3.98982,4.7397167221088976,1.661557942058177,0,1.6615579420581768,-0.74989405204985737,0
4.02124,4.7915410109083618,1.6376787518044766,0,1.6376787518044764,-0.77030241431342339,0
4.05265,4.842605229237849,1.6131703531002097,0,1.6131703531002095,-0.78995070610701301,0
4.08407,4.8928899897942699,1.5880569287984678,0,1.5880569287984676,-0.80881954012753554,0
4.11549,4.9423766743787505,1.5623632587413714,0,1.5623632587413712,-0.82689029817611825,0
4.1469,4.9910474522675292,1.5361146953093787,0,1.5361146953093785,-0.84414514952899911,0
4.17832,5.0388852978058329,1.5093371384056622,0,1.509337138405662,-0.86056706853140486,0
4.20973,5.0858740072073791,1.4820570099002333,0,1.482057009900233,-0.87613985139705342,0
4.24115,5.1319982145429286,1.4543012275590352,0,1.454301227559035,-0.890848132196705,0
4.27257,5.1772434069021074,1.4260971784837269,0,1.4260971784837266,-0.90467739801998548,0
4.30398,5.2215959387135413,1.3974726920883636,0,1.3974726920883633,-0.91761400329552134,0
