t,x,y,z,vx,vy,vz
0,0,0,0,1,0,0
0.251327,0.24742030739945775,-0.031091752803002599,0,0.96890824719699742,-0.24742030739945778,0
0.502655,0.47945515272670181,-0.12243361702728435,0,0.87756638297271561,-0.47945515272670186,0
0.753982,0.68167579587653693,-0.26834563534679168,0,0.73165436465320832,-0.68167579587653693,0
1.00531,0.84150744835200531,-0.45975448695236992,0,0.54024551304763002,-0.84150744835200531,0
1.25664,0.94901121769538166,-0.68475769844716461,0,0.31524230155283528,-0.94901121769538166,0
1.50796,0.99750214266303538,-0.92936378136782005,0,0.070636218632179865,-0.9975021426630355,0
1.75929,0.98396488755040012,-1.1783622719857767,0,-0.17836227198577675,-0.98396488755040024,0
2.01062,0.90924124633666226,-1.4162695712638058,0,-0.41626957126380604,-0.90924124633666237,0
2.26195,0.77797779698413738,-1.6282917693235428,0,-0.62829176932354303,-0.77797779698413749,0
2.51327,0.59833696093150179,-1.8012445826233423,0,-0.80124458262334253,-0.5983369609315019,0
2.7646,0.38148943511450206,-1.9243731989278019,0,-0.92437319892780212,-0.38148943511450217,0
3.01593,0.14091955887042792,-1.9900210492346935,0,-0.99002104923469381,-0.14091955887042806,0
3.26726,-0.10841318955266124,-1.9941059200764364,0,-0.99410592007643672,0.10841318955266113,0
3.51858,-0.35100442579543761,-1.9363737998641433,0,-0.9363737998641436,0.3510044257954375,0
3.76991,-0.57176897635903079,-1.8204146742186817,0,-0.82041467421868208,0.57176897635903068,0
4.02124,-0.75697892757586227,-1.653439288079694,0,-0.6534392880796942,0.75697892757586216,0
4.27257,-0.89511727540615227,-1.4458307563072184,0,-0.44583075630721863,0.89511727540615227,0
4.52389,-0.97759409312319179,-1.2104989052005832,0,-0.21049890520058359,0.97759409312319179,0
4.77522,-0.99928068307010776,-0.96207749424234978,0,0.037922505757649883,0.99928068307010776,0
5.02655,-0.95882849705936091,-0.71601423763349092,0,0.2839857623665088,0.95882849705936091,0
5.27788,-0.85875299382652581,-0.48761021127077553,0,0.51238978872922425,0.85875299382652581,0
5.5292,-0.70527721898790519,-0.29106837820796361,0,0.70893162179203617,0.70527721898790519,0
5.78053,-0.5079448342485624,-0.13861039862313113,0,0.86138960137686871,0.5079448342485624,0
6.03186,-0.27902665906118274,-0.039716644144471749,0,0.96028335585552815,0.27902665906118274,0
6.28319,-0.032757628055847088,-0.00053667510800808199,0,0.99946332489199186,0.032757628055847088,0
